Comet ID	dec. Date	delta T	q	r	log r	OH log Q	NH log Q	CN log Q	C3 log Q	C2 log Q	c-3 phsadj	OHsigup	NHsigup	CNsigup	C3sigup	C2sigup	c-3sigup	OHsigdn	NHsigdn	CNsigdn	C3sigdn	C2sigdn	c-3sigdn	C3/CN•logQ	C2/CN•logQ
SW3         	20060518.44	-19.515	0.939	0.982	-0.00788851	28.06	25.54	25.38	23.99	24.66	2.24	0	0	0	0.01	0	0	0	0	0	-0.01	0	0	-1.39	-0.72
SW3         	20060518.46	-19.505	0.939	0.982	-0.00788851	28.11	25.49	25.4	23.74	24.58	2.39	0.01	0.01	0	0.03	0.02	0	-0.01	-0.02	0	-0.04	-0.02	0	-1.66	-0.82
SW3         	20060518.46	-19.497	0.939	0.982	-0.00788851	28.07	25.58	25.38	24.04	24.62	2.33	0	0.01	0	0.01	0.01	0	0	-0.01	0	-0.01	-0.01	0	-1.34	-0.76
SW3         	20060924.34	109.38	0.939	1.725	0.2367891	26.47	0	24.23	0	23.78	1.4	0.07	0.69	0.02	0.78	0.12	0.09	-0.08	0.99	-0.02	0.99	-0.17	-0.12	-24.23	-0.45
SW3         	20060924.36	109.396	0.939	1.725	0.2367891	26.59	23.8	24.31	0	23	1.61	0.07	0.55	0.02	0.72	0.52	0.06	-0.09	0.99	-0.02	0.99	0.99	-0.07	-24.31	-1.31
LINEAR17    	20091015.42	36.456	1.224	1.31	0.1172713	27.8	25.08	25.24	23.74	24.59	2.93	0.01	0.02	0	0.06	0.02	0.01	-0.01	-0.02	0	-0.06	-0.02	-0.01	-1.5	-0.65
LINEAR17    	20091015.47	36.506	1.224	1.31	0.1172713	27.8	25	25.27	23.73	24.58	2.88	0	0.02	0	0.05	0.01	0.01	0	-0.02	0	-0.06	-0.01	-0.01	-1.54	-0.69
LINEAR17    	20091015.48	36.518	1.224	1.31	0.1172713	27.75	24.98	25.19	23.66	24.5	2.93	0.01	0.03	0	0.06	0.03	0.01	-0.01	-0.03	0	-0.07	-0.03	-0.01	-1.53	-0.69
LINEAR17    	20091121.24	73.276	1.224	1.529	0.18440749	27.18	24.43	24.66	20.87	24.04	2.31	0.05	0.25	0.01	0.99	0.08	0.02	-0.06	-0.63	-0.01	0.99	-0.11	-0.02	-3.79	-0.62
LINEAR17    	20091121.26	73.297	1.224	1.529	0.18440749	27.05	24.37	24.65	23.02	23.65	2.26	0.03	0.2	0.01	0.38	0.15	0.02	-0.04	-0.38	-0.01	0.99	-0.23	-0.02	-1.63	-1
GZ          	20111020.11	-114.622	1.03	1.806	0.25671775	NaN    	NaN    	25.15	NaN    	24.78	1.78	0	0	0.02	0	0.07	0.36	0	0	-0.02	0	-0.09	0.99	•	-0.37
HERGENROTHE1	20121009.15	7.191	1.415	1.417	0.15136985	27.85	25.03	25.32	23.81	24.52	2.8	0.01	0.06	0	0.07	0.04	0.01	-0.01	-0.06	0	-0.08	-0.04	-0.01	-1.51	-0.8
HERGENROTHE1	20121009.16	7.199	1.415	1.417	0.15136985	27.86	24.96	25.34	23.67	24.53	2.6	0.01	0.04	0	0.09	0.02	0.01	-0.01	-0.05	0	-0.11	-0.02	-0.01	-1.67	-0.81
HERGENROTHE1	20121009.19	7.226	1.415	1.417	0.15136985	27.84	25.05	25.31	23.75	24.5	2.86	0.01	0.07	0.01	0.09	0.06	0.01	-0.01	-0.08	-0.01	-0.11	-0.07	-0.01	-1.56	-0.81
HERGENROTHE1	20121009.2	7.235	1.415	1.417	0.15136985	27.84	24.98	25.34	23.83	24.54	2.68	0.01	0.04	0	0.05	0.02	0.01	-0.01	-0.04	0	-0.06	-0.02	-0.01	-1.51	-0.8
HERGENROTHE1	20121009.21	7.245	1.415	1.417	0.15136985	27.85	25.05	25.32	23.78	24.52	2.81	0.01	0.04	0	0.06	0.03	0.01	-0.01	-0.05	0	-0.07	-0.03	-0.01	-1.54	-0.8
JAGER       	20140224.2	-16.276	2.156	2.162	0.33485569	27.48	0	24.87	23.85	24.44	2.55	0.05	0.37	0.03	0.17	0.15	0.04	-0.06	0.99	-0.03	-0.29	-0.23	-0.05	-1.02	-0.43
JAGER       	20140224.27	-16.207	2.156	2.162	0.33485569	27.3	24.53	24.9	0	24.33	2.41	0.07	0.35	0.02	0.21	0.14	0.06	-0.08	0.99	-0.02	-0.42	-0.21	-0.07	-24.9	-0.57
JAGER       	20140325.15	12.672	2.156	2.16	0.33445375	27.3	0	24.81	24.06	24.17	2.33	0.06	0.86	0.04	0.16	0.18	0.08	-0.06	0.99	-0.04	-0.25	-0.32	-0.1	-0.75	-0.64
JAGER       	20140325.17	12.685	2.156	2.16	0.33445375	27.33	0	24.83	24.11	23.39	2.46	0.05	0.99	0.02	0.11	0.6	0.06	-0.06	0.99	-0.03	-0.15	0.99	-0.07	-0.72	-1.44
GZ          	20180517.29	-115.991	1.013	1.818	0.25959388	27.37	0	25	23.96	24.35	1.71	0.11	0.99	0.02	0.13	0.07	0.17	-0.14	0.99	-0.03	-0.18	-0.08	-0.29	-1.04	-0.65
GZ          	20180517.31	-115.974	1.013	1.818	0.25959388	27.23	0	25	23.33	24.5	0.36	0.09	0.57	0.01	0.34	0.1	0.99	-0.12	0.99	-0.01	0.99	-0.13	0.99	-1.67	-0.5
GZ          	20180517.32	-115.96	1.013	1.818	0.25959388	27.26	0	25	0	23.95	2.02	0.08	0.99	0.01	0.99	0.19	0.1	-0.1	0.99	-0.01	0.99	-0.34	-0.14	-25	-1.05
GZ          	20180517.34	-115.945	1.013	1.818	0.25959388	27.27	24.21	25.01	23.44	24.35	1.6	0.05	0.33	0.01	0.23	0.08	0.21	-0.06	0.99	-0.01	-0.51	-0.09	-0.41	-1.57	-0.66
GZ          	20180517.35	-115.931	1.013	1.818	0.25959388	27.21	24.1	25	23.89	24.3	1.8	0.05	0.4	0.01	0.12	0.08	0.14	-0.06	0.99	-0.01	-0.16	-0.1	-0.2	-1.11	-0.7
GZ          	20180605.25	-97.026	1.013	1.642	0.21537315	27.19	0	24.73	23.76	24.55	2.2	0.12	0.56	0.03	0.23	0.06	0.06	-0.17	0.99	-0.04	-0.55	-0.07	-0.08	-0.97	-0.18
GZ          	20180605.29	-96.989	1.013	1.642	0.21537315	27.58	24.79	25.22	24.01	24.6	1.97	0.03	0.17	0.01	0.09	0.05	0.1	-0.04	-0.28	-0.01	-0.12	-0.06	-0.13	-1.21	-0.62
GZ          	20180605.3	-96.979	1.013	1.642	0.21537315	27.63	24.92	25.25	23.91	24.64	1.68	0.02	0.1	0.01	0.14	0.04	0.16	-0.02	-0.14	-0.01	-0.2	-0.04	-0.25	-1.34	-0.61
GZ          	20180612.2	-90.083	1.013	1.578	0.198107	27.72	24.37	25.28	24.3	24.67	1.96	0.07	0.37	0.02	0.09	0.03	0.08	-0.09	0.99	-0.02	-0.11	-0.03	-0.1	-0.98	-0.61
GZ          	20180612.21	-90.07	1.013	1.578	0.198107	27.63	0	25.28	23.27	24.71	1.96	0.06	0.69	0.01	0.34	0.03	0.09	-0.07	0.99	-0.01	0.99	-0.03	-0.11	-2.01	-0.57
GZ          	20180612.23	-90.05	1.013	1.578	0.198107	27.58	24.85	25.31	24.09	24.69	2.11	0.04	0.13	0.01	0.08	0.03	0.06	-0.05	-0.19	-0.01	-0.1	-0.03	-0.06	-1.22	-0.62
GZ          	20180612.26	-90.025	1.013	1.578	0.198107	27.66	24.53	25.3	24.09	24.66	2.15	0.02	0.19	0.01	0.08	0.03	0.05	-0.02	-0.35	-0.01	-0.1	-0.03	-0.06	-1.21	-0.64
GZ          	20180612.27	-90.01	1.013	1.578	0.198107	27.67	24.65	25.3	23.86	24.79	1.14	0.02	0.15	0	0.09	0.03	0.4	-0.02	-0.22	0	-0.11	-0.04	0.99	-1.44	-0.51
GZ          	20180612.28	-89.999	1.013	1.578	0.198107	27.69	24.69	25.28	23.97	24.62	2.18	0.02	0.14	0.01	0.07	0.04	0.05	-0.02	-0.21	-0.01	-0.08	-0.04	-0.06	-1.31	-0.66
GZ          	20180703.2	-69.083	1.013	1.389	0.14270225	27.97	24.89	25.52	23.93	24.92	2.52	0.02	0.09	0	0.06	0.02	0.02	-0.02	-0.11	0	-0.07	-0.02	-0.02	-1.59	-0.6
GZ          	20180703.21	-69.069	1.013	1.389	0.14270225	27.98	24.79	25.49	24.1	24.9	2.5	0.01	0.08	0	0.04	0.02	0.02	-0.01	-0.1	0	-0.04	-0.02	-0.02	-1.39	-0.59
GZ          	20180703.23	-69.047	1.013	1.389	0.14270225	27.99	24.81	25.5	23.89	24.92	2.4	0.01	0.06	0	0.05	0.01	0.02	-0.01	-0.07	0	-0.06	-0.01	-0.02	-1.61	-0.58
GZ          	20180705.2	-67.081	1.013	1.372	0.13735411	28.03	24.75	25.52	23.98	24.91	2.59	0.01	0.09	0	0.05	0.01	0.02	-0.01	-0.12	0	-0.06	-0.02	-0.02	-1.54	-0.61
GZ          	20180705.21	-67.073	1.013	1.372	0.13735411	28	24.87	25.53	24.16	24.95	2.5	0.01	0.07	0	0.04	0.01	0.02	-0.01	-0.09	0	-0.04	-0.01	-0.02	-1.37	-0.58
GZ          	20180705.22	-67.061	1.013	1.372	0.13735411	27.99	24.96	25.51	23.99	24.94	2.53	0.01	0.06	0	0.05	0.01	0.02	-0.01	-0.07	0	-0.05	-0.01	-0.02	-1.52	-0.57
GZ          	20180805.21	-36.075	1.013	1.135	0.05499586	28.44	25.49	25.73	24.41	25.22	2.98	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.32	-0.51
GZ          	20180805.22	-36.064	1.013	1.135	0.05499586	28.43	25.47	25.74	24.43	25.24	2.88	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.31	-0.5
GZ          	20180805.23	-36.053	1.013	1.135	0.05499586	28.43	25.51	25.73	24.42	25.21	3.03	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.31	-0.52
GZ          	20180805.24	-36.042	1.013	1.135	0.05499586	28.44	25.54	25.74	24.42	25.2	3.07	0	0.01	0	0.01	0.01	0	0	-0.01	0	-0.01	-0.01	0	-1.32	-0.54
GZ          	20180805.25	-36.03	1.013	1.135	0.05499586	28.44	25.5	25.75	24.39	25.23	3.01	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.36	-0.52
GZ          	20180805.26	-36.019	1.013	1.135	0.05499586	28.43	25.52	25.74	24.41	25.23	2.97	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.33	-0.51
GZ          	20180819.37	-21.906	1.013	1.06	0.02530587	28.51	25.67	25.74	24.49	25.26	3.11	0	0	0	0.01	0	0	0	0	0	-0.01	0	0	-1.25	-0.48
GZ          	20180819.38	-21.896	1.013	1.06	0.02530587	28.5	25.66	25.76	24.52	25.27	3.01	0	0	0	0.01	0	0	0	0	0	-0.01	0	0	-1.24	-0.49
GZ          	20180819.39	-21.886	1.013	1.06	0.02530587	28.53	25.67	25.74	24.45	25.23	3.2	0	0.01	0	0.01	0.01	0	0	-0.01	0	-0.01	-0.01	0	-1.29	-0.51
GZ          	20180819.4	-21.878	1.013	1.06	0.02530587	28.5	25.67	25.74	24.51	25.26	3.11	0	0	0	0.01	0	0	0	0	0	-0.01	0	0	-1.23	-0.48
GZ          	20180905.33	-4.952	1.013	1.015	0.00646604	28.47	25.72	25.67	24.44	25.21	2.98	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.23	-0.46
GZ          	20180905.34	-4.944	1.013	1.015	0.00646604	28.49	25.72	25.67	24.39	25.18	3.04	0.01	0.01	0	0.01	0.01	0	-0.01	-0.01	0	-0.01	-0.01	0	-1.28	-0.49
GZ          	20180905.35	-4.93	1.013	1.015	0.00646604	28.47	25.73	25.67	24.44	25.22	2.97	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.23	-0.45
GZ          	20180913.34	3.059	1.013	1.014	0.00603795	28.39	25.58	25.63	24.4	25.16	2.78	0.01	0.01	0	0.01	0	0	-0.01	-0.01	0	-0.02	0	0	-1.23	-0.47
GZ          	20180913.35	3.067	1.013	1.014	0.00603795	28.4	25.61	25.63	24.37	25.15	2.86	0.01	0.01	0	0.01	0	0	-0.01	-0.01	0	-0.01	0	0	-1.26	-0.48
GZ          	20180913.35	3.074	1.013	1.014	0.00603795	28.4	25.61	25.62	24.36	25.13	2.9	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.26	-0.49
GZ          	20180913.37	3.088	1.013	1.014	0.00603795	28.38	25.64	25.62	24.32	25.12	2.96	0.01	0.01	0	0.01	0.01	0	-0.01	-0.01	0	-0.01	-0.01	0	-1.3	-0.5
GZ          	20180913.39	3.107	1.013	1.014	0.00603795	28.37	25.58	25.61	24.32	25.11	2.93	0	0.01	0	0.01	0.01	0	0	-0.01	0	-0.01	-0.01	0	-1.29	-0.5
GZ          	20180913.39	3.113	1.013	1.014	0.00603795	28.38	25.63	25.62	24.37	25.14	2.89	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.25	-0.48
GZ          	20180913.41	3.134	1.013	1.014	0.00603795	28.39	25.64	25.63	24.37	25.15	2.91	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.26	-0.48
GZ          	20180918.39	8.111	1.013	1.02	0.00860017	28.3	25.56	25.59	24.28	25.1	2.83	0	0.01	0	0.01	0	0	0	-0.01	0	-0.01	0	0	-1.31	-0.49
GZ          	20180918.4	8.118	1.013	1.02	0.00860017	28.3	25.55	25.59	24.32	25.11	2.76	0	0	0	0.01	0	0	0	0	0	-0.01	0	0	-1.27	-0.48
GZ          	20180918.41	8.125	1.013	1.02	0.00860017	28.22	25.49	25.54	24.26	25.06	2.86	0	0.01	0	0.01	0.01	0	0	-0.01	0	-0.01	-0.01	0	-1.28	-0.48
GZ          	20181006.4	26.117	1.013	1.08	0.03342376	28.05	25.16	25.25	23.77	24.77	2.57	0.01	0.03	0	0.05	0.01	0.01	-0.01	-0.03	0	-0.05	-0.01	-0.01	-1.48	-0.48
GZ          	20181006.41	26.125	1.013	1.08	0.03342376	28.04	25.22	25.25	23.87	24.79	2.51	0.01	0.02	0	0.04	0.01	0.01	-0.01	-0.02	0	-0.04	-0.01	-0.01	-1.38	-0.46
GZ          	20181006.41	26.133	1.013	1.08	0.03342376	28.02	25.2	25.25	23.86	24.8	2.52	0.01	0.02	0	0.03	0.01	0.01	-0.01	-0.02	0	-0.03	-0.01	-0.01	-1.39	-0.45
GZ          	20181006.42	26.141	1.013	1.08	0.03342376	28.01	25.17	25.24	23.84	24.76	2.54	0.01	0.02	0	0.03	0.01	0.01	-0.01	-0.02	0	-0.03	-0.01	-0.01	-1.4	-0.48
GZ          	20181107.41	58.125	1.013	1.297	0.11293998	27.28	0	24.66	23.52	24.28	1.89	0.05	0.86	0.01	0.16	0.05	0.06	-0.06	0.99	-0.01	-0.25	-0.05	-0.07	-1.14	-0.38
GZ          	20181107.44	58.16	1.013	1.297	0.11293998	27.34	24.33	24.68	19.84	24.11	2.13	0.03	0.27	0.01	0.99	0.07	0.03	-0.03	-0.81	-0.01	0.99	-0.08	-0.04	-4.84	-0.57
GZ          	20181107.45	58.172	1.013	1.297	0.11293998	27.37	24.64	24.67	23.39	24.14	1.98	0.02	0.17	0.02	0.31	0.06	0.05	-0.02	-0.28	-0.02	0.99	-0.06	-0.05	-1.28	-0.53
GZ          	20181115.41	66.133	1.013	1.364	0.13481437	27.28	0	24.58	22.35	24.12	1.91	0.08	0.99	0.02	0.8	0.08	0.07	-0.09	0.99	-0.02	0.99	-0.1	-0.08	-2.23	-0.46
GZ          	20181115.42	66.141	1.013	1.364	0.13481437	27.34	23.57	24.59	0	24.14	1.94	0.06	0.82	0.02	0.59	0.08	0.06	-0.07	0.99	-0.02	0.99	-0.1	-0.07	-24.59	-0.45
GZ          	20181115.43	66.151	1.013	1.364	0.13481437	27.31	23.33	24.62	23.44	24.14	1.93	0.05	0.99	0.02	0.23	0.07	0.06	-0.05	0.99	-0.02	-0.54	-0.08	-0.07	-1.18	-0.48
GZ          	20181115.44	66.163	1.013	1.364	0.13481437	27.31	23.87	24.64	23.54	24.06	1.95	0.04	0.5	0.02	0.19	0.07	0.06	-0.04	0.99	-0.02	-0.35	-0.08	-0.07	-1.1	-0.58
GZ          	20181216.32	97.037	1.013	1.643	0.21563756	26.11	0	24.49	24.07	24.01	2.38	0.94	0.99	0.09	0.27	0.26	0.08	0.99	0.99	-0.11	-0.9	-0.73	-0.09	-0.42	-0.48
GZ          	20181216.33	97.053	1.013	1.643	0.21563756	27.07	0	24.34	22.53	24.2	2.23	0.32	0.99	0.06	0.99	0.13	0.07	0.99	0.99	-0.07	0.99	-0.18	-0.08	-1.81	-0.14
GZ          	20181216.35	97.071	1.013	1.643	0.21563756	0	24.71	24.47	23.51	23.68	2.08	0.99	0.31	0.04	0.35	0.27	0.07	0.99	0.99	-0.05	0.99	-0.88	-0.09	-0.96	-0.79
GZ          	20181216.4	97.121	1.013	1.643	0.21563756	27.04	0	24.44	0	24.12	1.88	0.52	0.99	0.03	0.27	0.15	0.12	0.99	0.99	-0.04	-0.92	-0.22	-0.16	-24.44	-0.32
GZ          	20181230.27	110.994	1.013	1.772	0.24846372	27.46	0	24.43	0	23.9	1.99	0.13	0.94	0.04	0.61	0.21	0.1	-0.19	0.99	-0.04	0.99	-0.43	-0.13	-24.43	-0.53
GZ          	20181230.29	111.004	1.013	1.772	0.24846372	27.37	0	24.4	0	24.12	1.98	0.14	0.99	0.03	0.63	0.13	0.1	-0.2	0.99	-0.03	0.99	-0.19	-0.13	-24.4	-0.28
GZ          	20190131.26	142.976	1.013	2.066	0.31513032	NaN	NaN	24.42	NaN	0	1.91	0	0	0.02	0	0.22	0.11	0	0	-0.02	0	-0.49	-0.15	•	-24.42
WESTHARTLEY 	20190131.27	-4.845	2.127	2.127	0.32776749	27.14	24.8	24.61	24.08	23.99	2.28	0.07	0.19	0.08	0.15	0.19	0.05	-0.09	-0.35	-0.09	-0.23	-0.36	-0.05	-0.53	-0.62
WESTHARTLEY 	20190131.29	-4.835	2.127	2.127	0.32776749	27.1	23.29	24.65	0	0	2.33	0.06	0.99	0.02	0.29	0.88	0.04	-0.08	0.99	-0.02	-1.21	0.99	-0.05	-24.65	-24.65
WESTHARTLEY 	20190226.31	21.187	2.127	2.133	0.32899086	26.94	24.06	24.55	0	23.85	2.27	0.05	0.4	0.02	0.99	0.24	0.04	-0.06	0.99	-0.02	0.99	-0.61	-0.04	-24.55	-0.7
WESTHARTLEY 	20190226.32	21.199	2.127	2.133	0.32899086	27.07	24.33	24.58	23.16	22.34	2.32	0.04	0.27	0.02	0.35	0.99	0.03	-0.05	-0.82	-0.02	0.99	0.99	-0.04	-1.42	-2.24
WESTHARTLEY 	20190325.22	48.094	2.127	2.16	0.33445375	26.83	0	24.54	22.99	23.74	2.3	0.07	0.3	0.02	0.5	0.34	0.05	-0.09	-1.74	-0.03	0.99	0.99	-0.05	-1.55	-0.8
WESTHARTLEY 	20190530.19	114.073	2.127	2.304	0.36248247	26.63	24.46	24.31	23.43	0	2.29	0.16	0.33	0.06	0.46	0.54	0.09	-0.27	0.99	-0.07	0.99	0.99	-0.11	-0.88	-24.31
WESTHARTLEY 	20190530.23	114.11	2.127	2.304	0.36248247	26.37	24.75	24.35	0	0	2.32	0.31	0.23	0.04	0.99	0.21	0.09	0.99	-0.51	-0.05	0.99	-0.43	-0.11	-24.35	-24.35
WESTHARTLEY 	20190530.25	114.132	2.127	2.304	0.36248247	26.26	24.43	24.38	0	0	2.21	0.35	0.39	0.04	0.99	0.25	0.11	0.99	0.99	-0.05	0.99	-0.63	-0.15	-24.38	-24.38
MCNAUGHT    	20190831.25	-9.71	1.417	1.421	0.15259408	26.98	24.46	24.37	0	23.58	2.13	0.13	0.2	0.02	0.99	0.17	0.03	-0.19	-0.36	-0.02	0.99	-0.28	-0.04	-24.37	-0.79
MCNAUGHT    	20190831.28	-9.676	1.417	1.421	0.15259408	27.13	24.3	24.38	22.91	23.6	2.03	0.04	0.19	0.02	0.29	0.15	0.04	-0.04	-0.33	-0.02	-1.19	-0.23	-0.04	-1.47	-0.78
MCNAUGHT    	20191001.26	21.297	1.417	1.437	0.15745677	27.08	24.36	24.46	23.28	23.66	2.18	0.01	0.08	0.01	0.1	0.1	0.02	-0.01	-0.11	-0.01	-0.13	-0.13	-0.02	-1.18	-0.8
MCNAUGHT    	20191001.27	21.309	1.417	1.437	0.15745677	27.07	23.78	24.45	22.87	23.68	2.19	0.01	0.23	0.01	0.2	0.1	0.02	-0.01	-0.54	-0.01	-0.4	-0.13	-0.02	-1.58	-0.77
MCNAUGHT    	20191003.19	23.23	1.417	1.441	0.15866398	27.1	24.06	24.47	0	23.88	2.24	0.03	0.23	0.01	0.99	0.09	0.02	-0.03	-0.5	-0.01	0.99	-0.12	-0.02	-24.47	-0.59
MCNAUGHT    	20191003.21	23.247	1.417	1.441	0.15866398	27.11	24.15	24.44	22.78	23.47	2.22	0.02	0.16	0.01	0.29	0.17	0.02	-0.02	-0.25	-0.01	-1.41	-0.28	-0.02	-1.66	-0.97
MCNAUGHT    	20191125.19	76.228	1.417	1.648	0.21695721	26.73	24.01	24.12	22.7	23.6	2.18	0.02	0.17	0.02	0.37	0.19	0.02	-0.02	-0.29	-0.02	0.99	-0.34	-0.03	-1.42	-0.52
MCNAUGHT    	20191125.26	76.303	1.417	1.648	0.21695721	26.7	0	24.15	0	0	2.14	0.03	0.26	0.02	0.17	0.18	0.03	-0.03	-0.74	-0.02	-0.27	-0.32	-0.03	-24.15	-24.15
MCNAUGHT    	20191125.29	76.329	1.417	1.648	0.21695721	26.68	0	24.13	0	23.71	2	0.03	0.49	0.01	0.65	0.15	0.03	-0.03	0.99	-0.02	0.99	-0.23	-0.04	-24.13	-0.42
WS          	20200114.15	0.057	1.579	1.579	0.19838213	26.6	0	24.12	23.24	23.48	1.37	0.05	0.62	0.04	0.18	0.21	0.16	-0.06	0.99	-0.04	-0.32	-0.44	-0.26	-0.88	-0.64
WS          	20200124.2	10.113	1.579	1.583	0.19948091	26.75	23.85	24.17	22.68	23.57	1.31	0.04	0.33	0.02	0.42	0.2	0.21	-0.05	0.99	-0.03	0.99	-0.38	-0.4	-1.49	-0.6
WS          	20200124.22	10.129	1.579	1.583	0.19948091	26.69	23.11	24.16	23.23	23.56	1.48	0.06	0.85	0.03	0.2	0.19	0.15	-0.06	0.99	-0.03	-0.38	-0.36	-0.23	-0.93	-0.6
BOATTINI    	20201216.12	-10.635	1.306	1.311	0.11760269	26.69	0	24.03	22.99	22.9	1.77	0.1	0.37	0.02	0.18	0.36	0.03	-0.12	0.99	-0.03	-0.3	0.99	-0.03	-1.04	-1.13
BOATTINI    	20201216.13	-10.619	1.306	1.311	0.11760269	26.88	24.32	24.03	22.84	23.47	1.7	0.04	0.13	0.02	0.2	0.13	0.03	-0.05	-0.18	-0.02	-0.38	-0.18	-0.04	-1.19	-0.56
BOATTINI    	20210106.16	10.412	1.306	1.311	0.11760269	26.59	23.5	24	22.75	23.29	1.76	0.03	0.31	0.01	0.18	0.16	0.03	-0.03	0.99	-0.02	-0.33	-0.25	-0.03	-1.25	-0.71
BOATTINI    	20210106.17	10.423	1.306	1.311	0.11760269	26.62	23.6	23.97	0	23.34	1.74	0.03	0.27	0.01	0.49	0.14	0.03	-0.03	-0.82	-0.02	0.99	-0.21	-0.03	-23.97	-0.63
BOATTINI    	20210106.18	10.433	1.306	1.311	0.11760269	26.61	23.72	23.98	22.38	23.05	1.78	0.03	0.22	0.02	0.37	0.25	0.03	-0.03	-0.45	-0.02	0.99	-0.66	-0.03	-1.6	-0.93
DND         	20211105.1	18.68	1.72	1.729	0.23779499	28.08	0	25.63	24.57	24.97	3.16	0.09	0.39	0.01	0.1	0.06	0.02	-0.12	0.99	-0.01	-0.13	-0.07	-0.02	-1.06	-0.66
DND         	20211130.08	43.663	1.72	1.767	0.24723655	28.02	24.49	25.44	0	24.78	2.98	0.03	0.35	0.01	0.31	0.07	0.03	-0.04	0.99	-0.01	0.99	-0.08	-0.03	-25.44	-0.66
DND         	20211130.1	43.676	1.72	1.767	0.24723655	27.88	25.23	25.43	0	24.6	3.02	0.07	0.13	0.01	0.14	0.12	0.03	-0.09	-0.18	-0.01	-0.21	-0.16	-0.04	-25.43	-0.83
SW3         	19951019.53	25.741	0.933	1.009	0.00389117	NaN    	NaN    	26.28	25.22	25.69	4.11	0	0	0	0.06	0.02	0	0	0	0	-0.08	-0.02	0	-1.06	-0.59
SW3         	19951019.54	25.751	0.933	1.009	0.00389117	NaN    	NaN    	26.29	25.15	25.73	4.06	0	0	0	0.09	0.02	0	0	0	0	-0.11	-0.02	0	-1.14	-0.56
SW3         	19951019.55	25.755	0.933	1.009	0.00389117	NaN    	NaN    	26.27	0	25.85	4.08	0	0	0	0.07	0.01	0	0	0	0	-0.08	-0.01	0	-26.27	-0.42
SW3         	19951022.5	28.712	0.933	1.026	0.01114736	NaN    	NaN    	26.19	0	25.79	3.98	0	0	0	0.04	0.01	0	0	0	0	-0.04	-0.01	0	-26.19	-0.4
SW3         	19951022.51	28.717	0.933	1.026	0.01114736	NaN    	NaN    	26.18	0	25.87	3.91	0	0	0	0.12	0.01	0	0	0	0	-0.16	-0.01	0	-26.18	-0.31
SW3         	19951022.51	28.722	0.933	1.026	0.01114736	NaN    	NaN    	26.17	24.97	25.65	3.98	0	0	0	0.06	0.01	0	0	0	0	-0.07	-0.01	0	-1.2	-0.52
SW3         	19951120.55	57.762	0.933	1.247	0.09586645	NaN    	NaN    	25.72	0	24.92	3.48	0	0	0.01	0.11	0.06	0	0	0	-0.01	-0.14	-0.07	0	-25.72	-0.8
SW3         	19951121.54	58.747	0.933	1.256	0.09898964	NaN    	NaN    	25.72	0	25.19	3.42	0	0	0	0.09	0.02	0	0	0	0	-0.12	-0.02	0	-25.72	-0.53
SW3         	19951121.55	58.762	0.933	1.256	0.09898964	NaN    	NaN    	25.76	24.94	23.85	3.51	0	0	0.01	0.12	0.81	0	0	0	-0.01	-0.16	0.99	0	-0.82	-1.91
GZ          	19981220.53	28.761	1.034	1.111	0.04571406	NaN    	NaN    	25.28	0	24.94	2.37	0	0	0	0.03	0.01	0.01	0	0	0	-0.03	-0.01	-0.01	-25.28	-0.34
GZ          	19981220.54	28.769	1.034	1.111	0.04571406	NaN    	NaN    	25.31	24.4	24.88	2.53	0	0	0	0.02	0.01	0.01	0	0	0	-0.02	-0.01	-0.01	-0.91	-0.43
GZ          	19990118.54	57.767	1.034	1.306	0.11594318	NaN    	NaN    	25.26	0	24.7	2.61	0	0	0	0.06	0.01	0.01	0	0	0	-0.07	-0.01	-0.01	-25.26	-0.56
GZ          	19990118.55	57.778	1.034	1.306	0.11594318	NaN    	NaN    	25.28	0	24.23	2.59	0	0	0	0.28	0.05	0.02	0	0	0	-0.95	-0.06	-0.02	-25.28	-1.05
GZ          	19990119.54	58.769	1.034	1.314	0.11859537	NaN    	NaN    	25.27	0	24.7	2.54	0	0	0	0.07	0.01	0.01	0	0	0	-0.08	-0.01	-0.02	-25.27	-0.57
GZ          	19990119.55	58.78	1.034	1.314	0.11859537	NaN    	NaN    	25.15	24.4	25.12	2.59	0	0	0	0.03	0.01	0.02	0	0	0	-0.03	-0.01	-0.02	-0.75	-0.03
